,urls,labels
10629,https://n.news.naver.com/mnews/article/092/0002311677?sid=105,2
10654,https://n.news.naver.com/mnews/article/092/0002311649?sid=105,2
10662,https://n.news.naver.com/mnews/article/001/0014333834?sid=105,2
10755,https://n.news.naver.com/mnews/article/029/0002837594?sid=105,2
10757,https://n.news.naver.com/mnews/article/029/0002837574?sid=105,2
10828,https://n.news.naver.com/mnews/article/092/0002311739?sid=105,2
10872,https://n.news.naver.com/mnews/article/138/0002160959?sid=105,2
10874,https://n.news.naver.com/mnews/article/138/0002160958?sid=105,2
11439,https://n.news.naver.com/mnews/article/092/0002311794?sid=105,2
11463,https://n.news.naver.com/mnews/article/011/0004262536?sid=105,2
11468,https://n.news.naver.com/mnews/article/016/0002225902?sid=105,2
11482,https://n.news.naver.com/mnews/article/011/0004262497?sid=105,2
11486,https://n.news.naver.com/mnews/article/018/0005621316?sid=105,2
11496,https://n.news.naver.com/mnews/article/016/0002225894?sid=105,2
11507,https://n.news.naver.com/mnews/article/030/0003157536?sid=105,2
11520,https://n.news.naver.com/mnews/article/016/0002225870?sid=105,2
11533,https://n.news.naver.com/mnews/article/640/0000045975?sid=105,2
11535,https://n.news.naver.com/mnews/article/030/0003157525?sid=105,2
11548,https://n.news.naver.com/mnews/article/092/0002311759?sid=105,2
11549,https://n.news.naver.com/mnews/article/001/0014336103?sid=105,2
11573,https://n.news.naver.com/mnews/article/092/0002311755?sid=105,2
11575,https://n.news.naver.com/mnews/article/092/0002311754?sid=105,2
11582,https://n.news.naver.com/mnews/article/014/0005101938?sid=105,2
11597,https://n.news.naver.com/mnews/article/138/0002160980?sid=105,2
11616,https://n.news.naver.com/mnews/article/092/0002311736?sid=105,2
11620,https://n.news.naver.com/mnews/article/092/0002311734?sid=105,2
11699,https://n.news.naver.com/mnews/article/030/0003157333?sid=105,2
11775,https://n.news.naver.com/mnews/article/030/0003157305?sid=105,2
11777,https://n.news.naver.com/mnews/article/092/0002311706?sid=105,2
11781,https://n.news.naver.com/mnews/article/030/0003157299?sid=105,2
11799,https://n.news.naver.com/mnews/article/029/0002837464?sid=105,2
11813,https://n.news.naver.com/mnews/article/021/0002605427?sid=105,2
11835,https://n.news.naver.com/mnews/article/018/0005621018?sid=105,2
11847,https://n.news.naver.com/mnews/article/138/0002160959?sid=105,2
11849,https://n.news.naver.com/mnews/article/016/0002225614?sid=105,2
11855,https://n.news.naver.com/mnews/article/003/0012213236?sid=105,2
11869,https://n.news.naver.com/mnews/article/031/0000788681?sid=105,2
11934,https://n.news.naver.com/mnews/article/011/0004262152?sid=105,2
11955,https://n.news.naver.com/mnews/article/001/0014334406?sid=105,2
11966,https://n.news.naver.com/mnews/article/421/0007179444?sid=105,2
11974,https://n.news.naver.com/mnews/article/029/0002837365?sid=105,2
11980,https://n.news.naver.com/mnews/article/082/0001241979?sid=105,2
11982,https://n.news.naver.com/mnews/article/092/0002311646?sid=105,2
12018,https://n.news.naver.com/mnews/article/001/0014333886?sid=105,2
12034,https://n.news.naver.com/mnews/article/025/0003321921?sid=105,2
12036,https://n.news.naver.com/mnews/article/144/0000925763?sid=105,2
12041,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12058,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12075,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12092,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12109,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12126,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12143,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12160,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12177,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12194,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12211,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12228,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12245,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12262,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12279,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12296,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12313,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12330,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12347,https://n.news.naver.com/mnews/article/144/0000925757?sid=105,2
12360,https://n.news.naver.com/mnews/article/001/0014336103?sid=105,2
13021,https://n.news.naver.com/mnews/article/014/0005102014?sid=105,2
13026,https://n.news.naver.com/mnews/article/092/0002311774?sid=105,2
13027,https://n.news.naver.com/mnews/article/092/0002311772?sid=105,2
13060,https://n.news.naver.com/mnews/article/092/0002311684?sid=105,2
